Gene.stable.ID	Protein.stable.ID	Transcript.stable.ID	Gene.name	depth
ENSG00000178233	ENSP00000393161	ENST00000451188	TMEM151B	565
ENSG00000178234	ENSP00000395122	ENST00000430044	GALNT11	176
ENSG00000178235	ENSP00000501349	ENST00000674365	SLITRK1	186
ENSG00000178252	ENSP00000477389	ENST00000608424	WDR6	197
ENSG00000178257	ENSP00000325638	ENST00000327157	PRM3	44
ENSG00000178279	ENSP00000325738	ENST00000312693	TNP2	65
ENSG00000178287	ENSP00000496500	ENST00000642566	SPAG11A	108
ENSG00000178295	ENSP00000370653	ENST00000381254	GEN1	200
ENSG00000178297	ENSP00000498031	ENST00000648592	TMPRSS9	213
ENSG00000178301	ENSP00000318770	ENST00000313578	AQP11	430
ENSG00000178307	ENSP00000319992	ENST00000317635	TMEM11	220
ENSG00000178338	ENSP00000327143	ENST00000322434	ZNF354B	78
ENSG00000178342	ENSP00000315654	ENST00000316249	KCNG2	183
ENSG00000178343	ENSP00000326445	ENST00000319234	SHISA3	189
ENSG00000178358	ENSP00000320560	ENST00000317834	OR2D3	1045
ENSG00000178363	ENSP00000315299	ENST00000315238	CALML3	826
ENSG00000178372	ENSP00000369689	ENST00000380332	CALML5	64
ENSG00000178381	ENSP00000314619	ENST00000316495	ZFAND2A	116
ENSG00000178385	ENSP00000417003	ENST00000427836	PLEKHM3	202
ENSG00000178386	ENSP00000401947	ENST00000434772	ZNF223	21
ENSG00000178394	ENSP00000316244	ENST00000323865	HTR1A	292
ENSG00000178395	ENSP00000355840	ENST00000366875	CCDC185	78
ENSG00000178397	ENSP00000317289	ENST00000313324	FAM220A	79
ENSG00000178401	ENSP00000446830	ENST00000549441	DNAJC22	178
ENSG00000178403	ENSP00000317333	ENST00000313341	NEUROG2	97
ENSG00000178404	ENSP00000312767	ENST00000322630	CEP295NL	505
ENSG00000178409	ENSP00000358038	ENST00000369042	BEND3	194
ENSG00000178425	ENSP00000326858	ENST00000319550	NT5DC1	214
ENSG00000178440	ENSP00000309985	ENST00000311652	TIMM23B-AGAP6	581
ENSG00000178445	ENSP00000370737	ENST00000321612	GLDC	221
ENSG00000178449	ENSP00000446524	ENST00000550487	COX14	110
ENSG00000178460	ENSP00000413632	ENST00000422365	MCMDC2	974
ENSG00000178462	ENSP00000369784	ENST00000380419	TUBAL3	88
ENSG00000178467	ENSP00000373235	ENST00000383729	P4HTM	257
ENSG00000178473	ENSP00000369798	ENST00000380433	UCN3	226
ENSG00000178498	ENSP00000338050	ENST00000337737	DTX3	182
ENSG00000178502	ENSP00000314608	ENST00000319121	KLHL11	245
ENSG00000178522	ENSP00000313809	ENST00000322937	AMBN	102
ENSG00000178531	ENSP00000313226	ENST00000318978	CTXN1	671
ENSG00000178537	ENSP00000326305	ENST00000319017	SLC25A20	197
ENSG00000178538	ENSP00000314407	ENST00000317995	CA8	206
ENSG00000178562	ENSP00000324890	ENST00000324106	CD28	287
ENSG00000178567	ENSP00000406027	ENST00000322716	EPM2AIP1	1008
ENSG00000178568	ENSP00000342235	ENST00000342788	ERBB4	325
ENSG00000178573	ENSP00000327048	ENST00000326043	MAF	266
ENSG00000178585	ENSP00000366474	ENST00000377263	CTNNBIP1	178
ENSG00000178586	ENSP00000493035	ENST00000641019	OR6B3	565
ENSG00000178591	ENSP00000371847	ENST00000382410	DEFB125	70
ENSG00000178597	ENSP00000317445	ENST00000319098	PSAPL1	42
ENSG00000178602	ENSP00000322486	ENST00000319460	OTOS	186
ENSG00000178605	ENSP00000316598	ENST00000326153	GTPBP6	182
ENSG00000178607	ENSP00000401445	ENST00000433197	ERN1	133
ENSG00000178623	ENSP00000411788	ENST00000430267	GPR35	980
ENSG00000178645	ENSP00000363225	ENST00000374111	C10orf53	144
ENSG00000178662	ENSP00000498841	ENST00000651982	CSRNP3	715
ENSG00000178665	ENSP00000416662	ENST00000429591	ZNF713	1250
ENSG00000178685	ENSP00000325618	ENST00000313028	PARP10	203
ENSG00000178690	ENSP00000496812	ENST00000648945	DYNAP	42
ENSG00000178691	ENSP00000316578	ENST00000322652	SUZ12	271
ENSG00000178694	ENSP00000318986	ENST00000314622	NSUN3	586
ENSG00000178695	ENSP00000366694	ENST00000377474	KCTD12	247
ENSG00000178700	ENSP00000319170	ENST00000314636	DHFR2	200
ENSG00000178718	ENSP00000317691	ENST00000322177	RPP25	416
ENSG00000178719	ENSP00000378507	ENST00000395068	GRINA	1150
ENSG00000178726	ENSP00000366307	ENST00000377103	THBD	62
ENSG00000178732	ENSP00000383931	ENST00000401815	GP5	160
ENSG00000178741	ENSP00000317780	ENST00000322347	COX5A	359
ENSG00000178750	ENSP00000320679	ENST00000315099	STX19	955
ENSG00000178752	ENSP00000442304	ENST00000546354	ERFE	101
ENSG00000178761	ENSP00000350260	ENST00000357635	FAM219B	475
ENSG00000178764	ENSP00000314709	ENST00000314393	ZHX2	935
ENSG00000178772	ENSP00000319464	ENST00000323830	CPN2	97
ENSG00000178773	ENSP00000317374	ENST00000319518	CPNE7	201
ENSG00000178776	ENSP00000315370	ENST00000318315	C5orf46	82
ENSG00000178789	ENSP00000376397	ENST00000392621	CD300LB	77
ENSG00000178795	ENSP00000320815	ENST00000315938	GDPD4	259
ENSG00000178796	ENSP00000419249	ENST00000479191	RIIAD1	127
ENSG00000178802	ENSP00000318318	ENST00000352410	MPI	202
ENSG00000178804	ENSP00000319799	ENST00000324382	H1-8	139
ENSG00000178809	ENSP00000417040	ENST00000437796	TRIM73	7
ENSG00000178814	ENSP00000480476	ENST00000618853	OPLAH	178
ENSG00000178821	ENSP00000311122	ENST00000310991	TMEM52	108
ENSG00000178826	ENSP00000352284	ENST00000359333	TMEM139	91
ENSG00000178828	ENSP00000364263	ENST00000375121	RNF186	86
ENSG00000178852	ENSP00000332111	ENST00000331493	EFCAB13	55
ENSG00000178860	ENSP00000321445	ENST00000325509	MSC	192
ENSG00000178878	ENSP00000348998	ENST00000356591	APOLD1	1169
ENSG00000178882	ENSP00000444080	ENST00000546355	RFLNA	390
ENSG00000178896	ENSP00000315476	ENST00000316052	EXOSC4	523
ENSG00000178904	ENSP00000376081	ENST00000392250	DPY19L3	700
ENSG00000178913	ENSP00000312709	ENST00000313368	TAF7	179
ENSG00000178917	ENSP00000389841	ENST00000436261	ZNF852	15
ENSG00000178919	ENSP00000364265	ENST00000375123	FOXE1	180
ENSG00000178921	ENSP00000313490	ENST00000314666	PFAS	195
ENSG00000178922	ENSP00000361507	ENST00000372430	HYI	196
ENSG00000178927	ENSP00000307765	ENST00000306645	CYBC1	193
ENSG00000178928	ENSP00000438832	ENST00000535759	TPRX1	16
ENSG00000178934	ENSP00000313571	ENST00000314980	LGALS7B	39
ENSG00000178935	ENSP00000375582	ENST00000391701	ZNF552	21
ENSG00000178947	ENSP00000488643	ENST00000417443	SMIM10L2A	340
ENSG00000178950	ENSP00000314499	ENST00000314167	GAK	210
ENSG00000178951	ENSP00000323670	ENST00000322357	ZBTB7A	110
ENSG00000178952	ENSP00000322439	ENST00000313511	TUFM	214
ENSG00000178965	ENSP00000322609	ENST00000326665	ERICH3	196
ENSG00000178966	ENSP00000402433	ENST00000445877	RMI1	188
ENSG00000178971	ENSP00000498499	ENST00000651323	CTC1	177
ENSG00000178974	ENSP00000313159	ENST00000313833	FBXO34	359
ENSG00000178980	ENSP00000473185	ENST00000601048	SELENOW	111
ENSG00000178982	ENSP00000248342	ENST00000248342	EIF3K	10
ENSG00000178988	ENSP00000318154	ENST00000320848	MRFAP1L1	169
ENSG00000178996	ENSP00000370817	ENST00000381410	SNX18	271
ENSG00000178997	ENSP00000415056	ENST00000458580	EXD1	181
ENSG00000178999	ENSP00000463999	ENST00000585124	AURKB	214
ENSG00000179002	ENSP00000364520	ENST00000375371	TAS1R2	357
ENSG00000179008	ENSP00000324920	ENST00000321731	C14orf39	93
ENSG00000179010	ENSP00000372024	ENST00000382581	MRFAP1	169
ENSG00000179021	ENSP00000322469	ENST00000318887	C3orf38	214
ENSG00000179023	ENSP00000383505	ENST00000400664	KLHDC7A	160
ENSG00000179029	ENSP00000402732	ENST00000437139	TMEM107	192
ENSG00000179041	ENSP00000322396	ENST00000320270	RRS1	173
ENSG00000179044	ENSP00000325674	ENST00000314586	EXOC3L1	1114
ENSG00000179046	ENSP00000507413	ENST00000682553	TRIML2	91
ENSG00000179051	ENSP00000364585	ENST00000375436	RCC2	216
ENSG00000179055	ENSP00000493337	ENST00000641530	OR13D1	1150
ENSG00000179057	ENSP00000421191	ENST00000513874	IGSF22	374
ENSG00000179058	ENSP00000361556	ENST00000372478	C9orf50	52
ENSG00000179059	ENSP00000317686	ENST00000326866	ZFP42	68
ENSG00000179071	ENSP00000320649	ENST00000316398	CCDC89	99
ENSG00000179083	ENSP00000507109	ENST00000683942	FAM133A	286
ENSG00000179085	ENSP00000357385	ENST00000368400	DPM3	174
ENSG00000179088	ENSP00000447908	ENST00000548883	C12orf42	56
ENSG00000179091	ENSP00000317159	ENST00000318911	CYC1	204
ENSG00000179094	ENSP00000314420	ENST00000317276	PER1	209
ENSG00000179097	ENSP00000322924	ENST00000319595	HTR1F	1065
ENSG00000179104	ENSP00000322300	ENST00000321196	TMTC2	287
ENSG00000179111	ENSP00000446205	ENST00000541682	HES7	183
ENSG00000179115	ENSP00000320309	ENST00000314606	FARSA	201
ENSG00000179119	ENSP00000337991	ENST00000336349	SPTY2D1	355
ENSG00000179133	ENSP00000490528	ENST00000636213	C10orf67	89
ENSG00000179134	ENSP00000484229	ENST00000610417	SAMD4B	195
ENSG00000179142	ENSP00000325822	ENST00000323110	CYP11B2	43
ENSG00000179144	ENSP00000315474	ENST00000313543	GIMAP7	223
ENSG00000179148	ENSP00000400581	ENST00000448843	ALOXE3	364
ENSG00000179151	ENSP00000320503	ENST00000315127	EDC3	250
ENSG00000179152	ENSP00000341539	ENST00000342649	TCAIM	219
ENSG00000179163	ENSP00000363603	ENST00000374479	FUCA1	437
ENSG00000179165	ENSP00000419944	ENST00000454782	PXT1	60
ENSG00000179168	ENSP00000334940	ENST00000334928	GGN	70
ENSG00000179172	ENSP00000365370	ENST00000317869	HNRNPCL1	259
ENSG00000179178	ENSP00000429775	ENST00000439858	TMEM125	245
ENSG00000179195	ENSP00000337320	ENST00000337815	ZNF664	898
ENSG00000179213	ENSP00000480286	ENST00000614422	SIGLECL1	1030
ENSG00000179218	ENSP00000320866	ENST00000316448	CALR	912
ENSG00000179222	ENSP00000325333	ENST00000326587	MAGED1	85
ENSG00000179240	ENSP00000489195	ENST00000529331	GVQW3	136
ENSG00000179241	ENSP00000318607	ENST00000315571	LDLRAD3	167
ENSG00000179242	ENSP00000484928	ENST00000614565	CDH4	259
ENSG00000179256	ENSP00000381895	ENST00000316048	SMCO3	133
ENSG00000179262	ENSP00000467024	ENST00000586534	RAD23A	500
ENSG00000179270	ENSP00000332809	ENST00000331664	PCARE	225
ENSG00000179271	ENSP00000323065	ENST00000316939	GADD45GIP1	186
ENSG00000179284	ENSP00000323155	ENST00000317060	DAND5	253
ENSG00000179292	ENSP00000326244	ENST00000327259	TMEM151A	565
ENSG00000179295	ENSP00000340944	ENST00000351677	PTPN11	400
ENSG00000179299	ENSP00000371201	ENST00000381782	NSUN7	212
ENSG00000179300	ENSP00000316794	ENST00000321110	RTL3	34
ENSG00000179304	ENSP00000424864	ENST00000416841	FAM156B	50
ENSG00000179314	ENSP00000323087	ENST00000317744	WSCD1	225
ENSG00000179331	ENSP00000322594	ENST00000320578	RAB39A	211
ENSG00000179335	ENSP00000378505	ENST00000395066	CLK3	127
ENSG00000179344	ENSP00000407332	ENST00000434651	HLA-DQB1	169
ENSG00000179348	ENSP00000345681	ENST00000341105	GATA2	288
ENSG00000179361	ENSP00000343126	ENST00000346246	ARID3B	267
ENSG00000179363	ENSP00000316940	ENST00000319560	TMEM31	52
ENSG00000179364	ENSP00000393559	ENST00000447393	PACS2	621
ENSG00000179387	ENSP00000326342	ENST00000323570	ELMOD2	212
ENSG00000179388	ENSP00000318057	ENST00000317216	EGR3	195
ENSG00000179397	ENSP00000355492	ENST00000366534	CATSPERE	97
ENSG00000179399	ENSP00000366267	ENST00000377067	GPC5	1027
ENSG00000179403	ENSP00000417185	ENST00000476993	VWA1	242
ENSG00000179407	ENSP00000316053	ENST00000319153	DNAJB8	100
ENSG00000179409	ENSP00000321706	ENST00000319004	GEMIN4	199
ENSG00000179412	ENSP00000485450	ENST00000323770	HNRNPCL4	259
ENSG00000179431	ENSP00000400223	ENST00000317811	FJX1	162
ENSG00000179454	ENSP00000379434	ENST00000396128	KLHL28	209
ENSG00000179455	ENSP00000313881	ENST00000314520	MKRN3	657
ENSG00000179456	ENSP00000351539	ENST00000358704	ZBTB18	315
ENSG00000179468	ENSP00000316518	ENST00000350513	OR9A2	78
ENSG00000179476	ENSP00000326846	ENST00000325192	C14orf28	178
ENSG00000179477	ENSP00000497784	ENST00000647874	ALOX12B	90
ENSG00000179520	ENSP00000316909	ENST00000323346	SLC17A8	197
ENSG00000179526	ENSP00000381698	ENST00000398712	SHARPIN	108
ENSG00000179528	ENSP00000366789	ENST00000377566	LBX2	92
ENSG00000179532	ENSP00000254579	ENST00000254579	DNHD1	147
ENSG00000179542	ENSP00000349400	ENST00000356928	SLITRK4	187
ENSG00000179546	ENSP00000363748	ENST00000374619	HTR1D	292
ENSG00000179562	ENSP00000318821	ENST00000321407	GCC1	417
ENSG00000179564	ENSP00000315081	ENST00000316436	LSMEM2	75
ENSG00000179580	ENSP00000456566	ENST00000569714	RNF151	515
ENSG00000179583	ENSP00000316328	ENST00000324288	CIITA	137
ENSG00000179588	ENSP00000326630	ENST00000319555	ZFPM1	418
ENSG00000179593	ENSP00000369530	ENST00000380183	ALOX15B	216
ENSG00000179598	ENSP00000317177	ENST00000321560	PLD6	177
ENSG00000179600	ENSP00000478993	ENST00000621500	GPHB5	260
ENSG00000179603	ENSP00000344173	ENST00000339582	GRM8	1043
ENSG00000179604	ENSP00000338258	ENST00000335793	CDC42EP4	244
ENSG00000179615	ENSP00000493043	ENST00000641114	OR2AP1	180
ENSG00000179626	ENSP00000493181	ENST00000641569	OR6C4	180
ENSG00000179627	ENSP00000409107	ENST00000342537	ZBTB42	50
ENSG00000179630	ENSP00000317619	ENST00000325686	LACC1	196
ENSG00000179632	ENSP00000318604	ENST00000322428	MAF1	225
ENSG00000179636	ENSP00000317595	ENST00000321760	TPPP2	622
ENSG00000179639	ENSP00000357097	ENST00000368115	FCER1A	682
ENSG00000179673	ENSP00000318032	ENST00000322329	RPRML	405
ENSG00000179674	ENSP00000323847	ENST00000320767	ARL14	113
ENSG00000179695	ENSP00000493222	ENST00000641202	OR6C2	180
ENSG00000179698	ENSP00000320648	ENST00000323662	WDR97	26
ENSG00000179709	ENSP00000291971	ENST00000291971	NLRP8	47
ENSG00000179715	ENSP00000446688	ENST00000546455	PCED1B	278
ENSG00000179750	ENSP00000327459	ENST00000333467	APOBEC3B	17
ENSG00000179751	ENSP00000325564	ENST00000318438	SYCN	18
ENSG00000179761	ENSP00000317721	ENST00000323372	PIPOX	202
ENSG00000179772	ENSP00000365145	ENST00000375978	FOXS1	96
ENSG00000179774	ENSP00000362777	ENST00000373673	ATOH7	170
ENSG00000179776	ENSP00000344115	ENST00000341529	CDH5	126
ENSG00000179796	ENSP00000379880	ENST00000396641	LRRC3B	215
ENSG00000179813	ENSP00000319336	ENST00000313851	FAM216B	175
ENSG00000179817	ENSP00000314042	ENST00000314254	MRGPRX4	1079
ENSG00000179820	ENSP00000375650	ENST00000391770	MYADM	933
ENSG00000179826	ENSP00000481943	ENST00000621697	MRGPRX3	1079
ENSG00000179832	ENSP00000321737	ENST00000326134	MROH1	213
ENSG00000179833	ENSP00000326933	ENST00000313349	SERTAD2	514
ENSG00000179841	ENSP00000378207	ENST00000394718	AKAP5	102
ENSG00000179846	ENSP00000321976	ENST00000317951	NKPD1	214
ENSG00000179855	ENSP00000493901	ENST00000644452	GIPC3	589
ENSG00000179859	ENSP00000490456	ENST00000324348	RNF227	56
ENSG00000179862	ENSP00000361721	ENST00000372638	CITED4	525
ENSG00000179869	ENSP00000411096	ENST00000435803	ABCA13	92
ENSG00000179873	ENSP00000466285	ENST00000589093	NLRP11	35
ENSG00000179886	ENSP00000421489	ENST00000504548	TIGD5	281
ENSG00000179889	ENSP00000379691	ENST00000396410	PDXDC1	212
ENSG00000179902	ENSP00000358964	ENST00000369948	C1orf194	1097
ENSG00000179909	ENSP00000507206	ENST00000684351	ZNF154	176
ENSG00000179912	ENSP00000385839	ENST00000402412	R3HDM2	245
ENSG00000179913	ENSP00000321874	ENST00000318683	B3GNT3	337
ENSG00000179914	ENSP00000323587	ENST00000326245	ITLN1	261
ENSG00000179915	ENSP00000385017	ENST00000401669	NRXN1	385
ENSG00000179918	ENSP00000418669	ENST00000478753	SEPHS2	408
ENSG00000179919	ENSP00000326718	ENST00000326258	OR10A7	180
ENSG00000179921	ENSP00000430202	ENST00000519574	GPBAR1	76
ENSG00000179922	ENSP00000320096	ENST00000325351	ZNF784	76
ENSG00000179930	ENSP00000344129	ENST00000339948	ZNF648	120
ENSG00000179933	ENSP00000322238	ENST00000319074	C14orf119	183
ENSG00000179934	ENSP00000326432	ENST00000326306	CCR8	1285
ENSG00000179938	ENSP00000456401	ENST00000567927	GOLGA8J	415
ENSG00000179941	ENSP00000497413	ENST00000650064	BBS10	185
ENSG00000179943	ENSP00000221665	ENST00000221665	FIZ1	481
ENSG00000179950	ENSP00000434359	ENST00000526683	PUF60	265
ENSG00000179954	ENSP00000374274	ENST00000389623	SSC5D	85
ENSG00000179958	ENSP00000322524	ENST00000319285	DCTPP1	170
ENSG00000179965	ENSP00000323945	ENST00000319296	ZNF771	209
ENSG00000179981	ENSP00000464391	ENST00000580243	TSHZ1	738
ENSG00000179988	ENSP00000384653	ENST00000406217	PSTK	194
ENSG00000180008	ENSP00000452522	ENST00000555846	SOCS4	118
ENSG00000180011	ENSP00000323678	ENST00000322342	ZADH2	189
ENSG00000180016	ENSP00000313384	ENST00000322608	OR1E1	43
ENSG00000180035	ENSP00000480262	ENST00000613509	ZNF48	91
ENSG00000180042	ENSP00000492889	ENST00000572493	OR1R1P	30
ENSG00000180043	ENSP00000398617	ENST00000424985	FAM71E2	60
ENSG00000180044	ENSP00000313324	ENST00000326474	C3orf80	73
ENSG00000180053	ENSP00000320089	ENST00000325017	NKX2-6	81
ENSG00000180061	ENSP00000320757	ENST00000326652	TMEM150B	1233
ENSG00000180071	ENSP00000382610	ENST00000399703	ANKRD18A	23
ENSG00000180083	ENSP00000318753	ENST00000324384	WFDC11	66
ENSG00000180089	ENSP00000321038	ENST00000327042	TMEM86B	379
ENSG00000180090	ENSP00000313803	ENST00000323404	OR3A1	74
ENSG00000180096	ENSP00000498586	ENST00000652617	SEPTIN1	95
ENSG00000180098	ENSP00000362936	ENST00000373830	TRNAU1AP	220
ENSG00000180104	ENSP00000425587	ENST00000512944	EXOC3	1114
ENSG00000180113	ENSP00000346065	ENST00000316081	TDRD6	243
ENSG00000180116	ENSP00000317671	ENST00000324616	C12orf40	66
ENSG00000180138	ENSP00000369126	ENST00000379800	CSNK1A1L	16
ENSG00000180155	ENSP00000498325	ENST00000652477	LYNX1	96
ENSG00000180176	ENSP00000325951	ENST00000352909	TH	946
ENSG00000180182	ENSP00000323720	ENST00000324817	MED14	216
ENSG00000180185	ENSP00000398053	ENST00000427358	FAHD1	199
ENSG00000180190	ENSP00000315111	ENST00000324079	TDRP	167
ENSG00000180198	ENSP00000508074	ENST00000683442	RCC1	212
ENSG00000180205	ENSP00000320532	ENST00000326000	WFDC9	69
ENSG00000180209	ENSP00000325239	ENST00000322861	MYLPF	255
ENSG00000180210	ENSP00000308541	ENST00000311907	F2	338
ENSG00000180219	ENSP00000315247	ENST00000324341	FAM71C	60
ENSG00000180228	ENSP00000318176	ENST00000325748	PRKRA	200
ENSG00000180233	ENSP00000323879	ENST00000323037	ZNRF2	273
ENSG00000180245	ENSP00000314992	ENST00000317735	RRH	1063
ENSG00000180251	ENSP00000295269	ENST00000295269	SLC9A4	123
ENSG00000180257	ENSP00000403266	ENST00000444460	ZNF816	135
ENSG00000180263	ENSP00000344446	ENST00000343958	FGD6	252
ENSG00000180264	ENSP00000335156	ENST00000334810	ADGRD2	187
ENSG00000180269	ENSP00000458791	ENST00000570682	GPR139	201
ENSG00000180287	ENSP00000440896	ENST00000536534	PLD5	745
ENSG00000180304	ENSP00000463013	ENST00000326005	OAZ2	215
ENSG00000180305	ENSP00000361726	ENST00000372643	WFDC10A	53
ENSG00000180316	ENSP00000490785	ENST00000636260	PNPLA1	125
ENSG00000180318	ENSP00000315417	ENST00000316824	ALX1	198
ENSG00000180329	ENSP00000323782	ENST00000315286	CCDC43	218
ENSG00000180332	ENSP00000368402	ENST00000379108	KCTD4	197
ENSG00000180336	ENSP00000386452	ENST00000409122	MEIOC	163
ENSG00000180340	ENSP00000323901	ENST00000315323	FZD2	173
ENSG00000180346	ENSP00000486687	ENST00000603357	TIGD2	78
ENSG00000180347	ENSP00000478518	ENST00000615280	ITPRID1	136
ENSG00000180353	ENSP00000320176	ENST00000314583	HCLS1	201
ENSG00000180354	ENSP00000324204	ENST00000324453	MTURN	187
ENSG00000180357	ENSP00000316527	ENST00000326648	ZNF609	494
ENSG00000180370	ENSP00000314067	ENST00000327134	PAK2	724
ENSG00000180376	ENSP00000378167	ENST00000394672	CCDC66	179
ENSG00000180383	ENSP00000326309	ENST00000317676	DEFB124	81
ENSG00000180386	ENSP00000375149	ENST00000391354	KRTAP9-7	96
ENSG00000180398	ENSP00000317271	ENST00000319466	MCFD2	313
ENSG00000180423	ENSP00000317743	ENST00000326737	HARBI1	648
ENSG00000180424	ENSP00000365486	ENST00000376309	DEFB123	84
ENSG00000180425	ENSP00000492536	ENST00000623205	C11orf71	70
ENSG00000180432	ENSP00000318867	ENST00000316161	CYP8B1	508
ENSG00000180433	ENSP00000493180	ENST00000641861	OR6K6	68
ENSG00000180440	ENSP00000325776	ENST00000315190	SERTM1	178
ENSG00000180447	ENSP00000298743	ENST00000298743	GAS1	297
ENSG00000180448	ENSP00000316772	ENST00000313093	ARHGAP45	682
ENSG00000180475	ENSP00000314324	ENST00000316770	OR10Q1	1056
ENSG00000180479	ENSP00000392638	ENST00000451802	ZNF571	51
ENSG00000180481	ENSP00000448248	ENST00000550916	GLIPR1L2	86
ENSG00000180483	ENSP00000365499	ENST00000376321	DEFB119	41
ENSG00000180488	ENSP00000359827	ENST00000370791	MIGA1	411
ENSG00000180509	ENSP00000382226	ENST00000399286	KCNE1	327
ENSG00000180530	ENSP00000327213	ENST00000318948	NRIP1	195
ENSG00000180532	ENSP00000480210	ENST00000612521	ZSCAN4	22
ENSG00000180535	ENSP00000476312	ENST00000609256	BHLHA15	173
ENSG00000180537	ENSP00000420465	ENST00000488300	RNF182	370
ENSG00000180543	ENSP00000322802	ENST00000322128	TSPYL5	76
ENSG00000180549	ENSP00000318142	ENST00000314412	FUT7	179
ENSG00000180573	ENSP00000367022	ENST00000377791	H2AC6	416
ENSG00000180574	ENSP00000445077	ENST00000538173	EIF2S3B	316
ENSG00000180592	ENSP00000410041	ENST00000449193	SKIDA1	429
ENSG00000180596	ENSP00000321744	ENST00000314332	H2BC4	995
ENSG00000180611	ENSP00000376246	ENST00000392452	MB21D2	1024
ENSG00000180613	ENSP00000319118	ENST00000326902	GSX2	245
ENSG00000180616	ENSP00000350198	ENST00000357585	SSTR2	336
ENSG00000180626	ENSP00000461032	ENST00000575779	ZNF594	154
ENSG00000180628	ENSP00000337500	ENST00000336126	PCGF5	230
ENSG00000180638	ENSP00000391848	ENST00000433844	SLC47A2	90
ENSG00000180644	ENSP00000398568	ENST00000441259	PRF1	425
ENSG00000180658	ENSP00000319546	ENST00000315453	OR2A4	138
ENSG00000180660	ENSP00000369251	ENST00000379919	MAB21L1	1024
ENSG00000180667	ENSP00000326813	ENST00000315927	YOD1	201
ENSG00000180694	ENSP00000414786	ENST00000458549	TMEM64	186
ENSG00000180697	ENSP00000316644	ENST00000318225	C3orf22	60
ENSG00000180708	ENSP00000493297	ENST00000641042	OR10K2	38
ENSG00000180720	ENSP00000507561	ENST00000682254	CHRM4	246
ENSG00000180730	ENSP00000313079	ENST00000319420	SHISA2	248
ENSG00000180739	ENSP00000328472	ENST00000333430	S1PR5	670
ENSG00000180745	ENSP00000357660	ENST00000368671	CLRN3	585
ENSG00000180758	ENSP00000366628	ENST00000377411	GPR157	187
ENSG00000180767	ENSP00000317404	ENST00000319340	CHST13	253
ENSG00000180772	ENSP00000360973	ENST00000371906	AGTR2	1397
ENSG00000180773	ENSP00000317382	ENST00000326402	SLC36A4	158
ENSG00000180776	ENSP00000383433	ENST00000400590	ZDHHC20	476
ENSG00000180777	ENSP00000351875	ENST00000358984	ANKRD30B	14
ENSG00000180785	ENSP00000380155	ENST00000396952	OR51E1	1460
ENSG00000180787	ENSP00000320347	ENST00000318833	ZFP3	79
ENSG00000180801	ENSP00000320219	ENST00000315366	ARSJ	198
ENSG00000180806	ENSP00000302836	ENST00000303450	HOXC9	138
ENSG00000180815	ENSP00000345629	ENST00000338883	MAP3K15	196
ENSG00000180817	ENSP00000362329	ENST00000373232	PPA1	519
ENSG00000180818	ENSP00000307321	ENST00000303460	HOXC10	138
ENSG00000180822	ENSP00000413353	ENST00000438998	PSMG4	117
ENSG00000180828	ENSP00000318799	ENST00000321870	BHLHE22	171
ENSG00000180834	ENSP00000314560	ENST00000318631	MAP6D1	432
ENSG00000180855	ENSP00000301547	ENST00000301547	ZNF443	915
ENSG00000180871	ENSP00000319635	ENST00000318507	CXCR2	1003
ENSG00000180872	ENSP00000499066	ENST00000651554	DEFB112	34
ENSG00000180875	ENSP00000318650	ENST00000318160	GREM2	645
ENSG00000180878	ENSP00000321021	ENST00000316375	C11orf42	103
ENSG00000180879	ENSP00000359103	ENST00000370086	SSR4	199
ENSG00000180881	ENSP00000386959	ENST00000409445	CAPS2	135
ENSG00000180884	ENSP00000385099	ENST00000404801	ZNF792	76
ENSG00000180891	ENSP00000462717	ENST00000577830	CUEDC1	218
ENSG00000180900	ENSP00000349486	ENST00000356994	SCRIB	394
ENSG00000180901	ENSP00000312814	ENST00000322444	KCTD2	218
ENSG00000180902	ENSP00000315351	ENST00000321264	D2HGDH	200
ENSG00000180914	ENSP00000324270	ENST00000316793	OXTR	687
ENSG00000180917	ENSP00000411148	ENST00000434935	CMTR2	178
ENSG00000180919	ENSP00000321196	ENST00000316529	OR56B4	1460
ENSG00000180921	ENSP00000373565	ENST00000388913	FAM83H	265
ENSG00000180929	ENSP00000319250	ENST00000322241	GPR62	827
ENSG00000180934	ENSP00000493047	ENST00000641900	OR56A1	70
ENSG00000180938	ENSP00000319305	ENST00000319286	ZNF572	78
ENSG00000180953	ENSP00000453693	ENST00000485386	ST20	8
ENSG00000180957	ENSP00000334738	ENST00000335272	PITPNB	287
ENSG00000180964	ENSP00000361770	ENST00000372685	TCEAL8	582
ENSG00000180974	ENSP00000493085	ENST00000641726	OR52E4	1431
ENSG00000180979	ENSP00000380319	ENST00000397130	LRRC57	203
ENSG00000180988	ENSP00000322801	ENST00000317037	OR52N2	645
ENSG00000180992	ENSP00000361084	ENST00000372014	MRPL14	197
ENSG00000180998	ENSP00000315106	ENST00000321662	GPR137C	639
ENSG00000180999	ENSP00000356700	ENST00000367727	C1orf105	71
ENSG00000181001	ENSP00000493272	ENST00000641645	OR52N1	645
ENSG00000181004	ENSP00000319062	ENST00000314218	BBS12	168
ENSG00000181007	ENSP00000431265	ENST00000392161	ZFP82	86
ENSG00000181009	ENSP00000493190	ENST00000641181	OR52N5	645
ENSG00000181016	ENSP00000323304	ENST00000312849	LSMEM1	113
